CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1781018389.8772
MEM 26.531250 1781018389.9775
MEM 31.417969 1781018390.0777
MEM 33.921875 1781018390.1780
MEM 34.171875 1781018390.2782
MEM 35.460938 1781018390.3784
MEM 50.437500 1781018390.4786
MEM 54.882812 1781018390.5788
MEM 55.343750 1781018390.6790
MEM 67.222656 1781018390.7793
MEM 77.394531 1781018390.8796
MEM 91.250000 1781018390.9798
MEM 93.773438 1781018391.0801
MEM 94.476562 1781018391.1803
MEM 94.570312 1781018391.2805
MEM 94.570312 1781018391.3808
MEM 95.093750 1781018391.4811
MEM 95.093750 1781018391.5813
MEM 95.093750 1781018391.6815
MEM 95.093750 1781018391.7818
MEM 95.093750 1781018391.8820
MEM 95.093750 1781018391.9822
MEM 95.093750 1781018392.0825
MEM 95.191406 1781018392.1827
MEM 95.191406 1781018392.2830
MEM 95.191406 1781018392.3832
MEM 95.191406 1781018392.4834
MEM 97.683594 1781018392.5836
MEM 103.460938 1781018392.6839
MEM 107.085938 1781018392.7841
MEM 108.273438 1781018392.8843
MEM 112.066406 1781018392.9845
MEM 112.593750 1781018393.0848
MEM 112.804688 1781018393.1851
MEM 112.882812 1781018393.2853
MEM 112.957031 1781018393.3855
MEM 110.062500 1781018393.4859
