CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.609375 1784047694.9867
MEM 26.488281 1784047695.0870
MEM 37.183594 1784047695.1874
MEM 54.441406 1784047695.2876
MEM 61.992188 1784047695.3879
MEM 77.140625 1784047695.4881
MEM 87.351562 1784047695.5884
MEM 91.996094 1784047695.6887
MEM 97.074219 1784047695.7890
MEM 97.789062 1784047695.8893
MEM 97.906250 1784047695.9895
MEM 98.027344 1784047696.0898
MEM 101.210938 1784047696.1900
MEM 105.828125 1784047696.2905
MEM 110.355469 1784047696.3907
MEM 111.355469 1784047696.4910
MEM 114.871094 1784047696.5914
MEM 115.925781 1784047696.6916
MEM 116.257812 1784047696.7920
MEM 116.355469 1784047696.8923
MEM 116.578125 1784047696.9926
MEM 115.609375 1784047697.0930
