CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.511719 1771122488.0532
MEM 31.382812 1771122488.1543
MEM 49.628906 1771122488.2546
MEM 67.832031 1771122488.3548
MEM 82.718750 1771122488.4551
MEM 91.500000 1771122488.5554
MEM 97.214844 1771122488.6557
MEM 101.976562 1771122488.7559
MEM 102.675781 1771122488.8563
MEM 105.281250 1771122488.9565
MEM 105.351562 1771122489.0568
MEM 105.503906 1771122489.1570
MEM 105.617188 1771122489.2573
MEM 105.648438 1771122489.3575
MEM 105.648438 1771122489.4577
MEM 105.648438 1771122489.5580
MEM 105.648438 1771122489.6583
MEM 105.656250 1771122489.7585
MEM 105.671875 1771122489.8587
MEM 105.671875 1771122489.9590
MEM 105.679688 1771122490.0592
MEM 105.691406 1771122490.1594
MEM 105.707031 1771122490.2597
MEM 105.707031 1771122490.3599
MEM 105.707031 1771122490.4601
MEM 105.707031 1771122490.5603
MEM 105.707031 1771122490.6605
MEM 105.707031 1771122490.7608
MEM 105.707031 1771122490.8611
MEM 105.722656 1771122490.9613
MEM 105.722656 1771122491.0616
MEM 105.722656 1771122491.1619
MEM 105.726562 1771122491.2621
MEM 105.726562 1771122491.3624
MEM 105.726562 1771122491.4626
MEM 105.726562 1771122491.5628
MEM 105.726562 1771122491.6631
MEM 105.726562 1771122491.7633
MEM 105.730469 1771122491.8636
MEM 105.730469 1771122491.9638
MEM 105.730469 1771122492.0641
MEM 105.730469 1771122492.1643
MEM 105.734375 1771122492.2645
MEM 105.734375 1771122492.3648
MEM 105.734375 1771122492.4650
MEM 105.734375 1771122492.5654
MEM 105.738281 1771122492.6656
MEM 105.738281 1771122492.7658
MEM 105.738281 1771122492.8660
MEM 105.738281 1771122492.9663
MEM 105.738281 1771122493.0666
MEM 105.742188 1771122493.1669
MEM 105.742188 1771122493.2672
MEM 105.742188 1771122493.3674
MEM 105.742188 1771122493.4677
MEM 105.742188 1771122493.5679
MEM 105.746094 1771122493.6683
MEM 105.746094 1771122493.7686
MEM 105.746094 1771122493.8688
MEM 105.746094 1771122493.9691
MEM 105.746094 1771122494.0693
MEM 105.746094 1771122494.1696
MEM 105.753906 1771122494.2698
MEM 105.753906 1771122494.3701
MEM 105.757812 1771122494.4703
MEM 105.761719 1771122494.5706
MEM 105.761719 1771122494.6708
MEM 105.761719 1771122494.7711
MEM 105.765625 1771122494.8713
MEM 105.765625 1771122494.9716
MEM 105.765625 1771122495.0719
MEM 105.769531 1771122495.1723
MEM 105.769531 1771122495.2726
MEM 105.769531 1771122495.3729
MEM 105.769531 1771122495.4732
MEM 105.769531 1771122495.5735
MEM 105.773438 1771122495.6737
MEM 105.773438 1771122495.7740
MEM 105.773438 1771122495.8744
MEM 105.773438 1771122495.9746
MEM 105.773438 1771122496.0749
MEM 105.773438 1771122496.1752
MEM 105.773438 1771122496.2755
MEM 105.773438 1771122496.3758
MEM 105.777344 1771122496.4761
MEM 105.781250 1771122496.5763
MEM 105.781250 1771122496.6766
MEM 105.781250 1771122496.7768
MEM 105.781250 1771122496.8771
MEM 105.781250 1771122496.9774
MEM 105.781250 1771122497.0777
MEM 105.781250 1771122497.1780
MEM 105.781250 1771122497.2783
MEM 105.781250 1771122497.3786
MEM 105.789062 1771122497.4789
MEM 105.789062 1771122497.5793
MEM 105.789062 1771122497.6796
MEM 105.789062 1771122497.7799
MEM 105.792969 1771122497.8802
MEM 105.792969 1771122497.9805
MEM 105.792969 1771122498.0808
MEM 105.792969 1771122498.1811
MEM 105.792969 1771122498.2814
MEM 105.792969 1771122498.3818
MEM 105.796875 1771122498.4820
MEM 105.796875 1771122498.5823
MEM 105.796875 1771122498.6826
MEM 105.796875 1771122498.7828
MEM 105.804688 1771122498.8831
MEM 105.808594 1771122498.9833
MEM 105.812500 1771122499.0836
MEM 105.816406 1771122499.1839
MEM 105.820312 1771122499.2843
MEM 105.824219 1771122499.3846
MEM 105.828125 1771122499.4849
MEM 105.828125 1771122499.5853
MEM 105.835938 1771122499.6855
MEM 105.843750 1771122499.7858
MEM 105.847656 1771122499.8860
MEM 105.851562 1771122499.9862
MEM 105.855469 1771122500.0865
MEM 105.863281 1771122500.1867
MEM 105.863281 1771122500.2869
MEM 105.867188 1771122500.3871
MEM 105.871094 1771122500.4873
MEM 105.875000 1771122500.5875
MEM 105.878906 1771122500.6877
MEM 105.882812 1771122500.7879
MEM 105.886719 1771122500.8882
MEM 105.890625 1771122500.9884
MEM 105.894531 1771122501.0886
MEM 105.902344 1771122501.1889
MEM 105.906250 1771122501.2893
MEM 105.910156 1771122501.3896
MEM 105.914062 1771122501.4900
MEM 105.921875 1771122501.5903
MEM 105.925781 1771122501.6906
MEM 105.929688 1771122501.7908
MEM 105.929688 1771122501.8911
MEM 105.933594 1771122501.9913
MEM 105.941406 1771122502.0915
MEM 105.945312 1771122502.1918
MEM 105.949219 1771122502.2921
MEM 105.953125 1771122502.3924
MEM 105.957031 1771122502.4926
MEM 105.964844 1771122502.5929
MEM 105.968750 1771122502.6932
MEM 105.968750 1771122502.7935
MEM 105.972656 1771122502.8938
MEM 105.980469 1771122502.9942
MEM 105.984375 1771122503.0945
MEM 105.988281 1771122503.1948
MEM 105.992188 1771122503.2951
MEM 105.996094 1771122503.3956
MEM 106.003906 1771122503.4959
MEM 106.003906 1771122503.5962
MEM 106.007812 1771122503.6965
MEM 106.011719 1771122503.7968
MEM 106.015625 1771122503.8973
MEM 106.019531 1771122503.9976
MEM 106.023438 1771122504.0979
MEM 106.027344 1771122504.1983
MEM 106.035156 1771122504.2986
MEM 106.042969 1771122504.3989
MEM 106.046875 1771122504.4992
MEM 106.050781 1771122504.5995
MEM 106.054688 1771122504.6999
MEM 106.062500 1771122504.8003
MEM 106.066406 1771122504.9006
MEM 106.070312 1771122505.0009
MEM 106.070312 1771122505.1012
MEM 106.074219 1771122505.2016
MEM 106.082031 1771122505.3019
MEM 106.085938 1771122505.4023
MEM 106.089844 1771122505.5026
MEM 106.093750 1771122505.6029
MEM 106.101562 1771122505.7032
MEM 106.105469 1771122505.8036
MEM 106.105469 1771122505.9039
