CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.441406 1767721582.3552
MEM 26.542969 1767721582.4555
MEM 29.609375 1767721582.5558
MEM 33.234375 1767721582.6561
MEM 35.242188 1767721582.7564
MEM 43.355469 1767721582.8567
MEM 46.507812 1767721582.9570
MEM 50.183594 1767721583.0573
MEM 58.148438 1767721583.1576
MEM 64.179688 1767721583.2579
MEM 72.007812 1767721583.3582
MEM 73.121094 1767721583.4585
MEM 83.167969 1767721583.5589
MEM 83.828125 1767721583.6592
MEM 84.640625 1767721583.7595
MEM 85.613281 1767721583.8598
MEM 87.269531 1767721583.9601
MEM 87.816406 1767721584.0604
MEM 89.332031 1767721584.1606
MEM 92.925781 1767721584.2609
MEM 95.570312 1767721584.3612
MEM 101.906250 1767721584.4615
MEM 107.828125 1767721584.5618
MEM 106.347656 1767721584.6621
MEM 106.933594 1767721584.7624
MEM 106.933594 1767721584.8626
MEM 107.308594 1767721584.9629
MEM 110.484375 1767721585.0631
MEM 112.359375 1767721585.1634
MEM 113.734375 1767721585.2637
MEM 118.234375 1767721585.3640
MEM 119.359375 1767721585.4643
MEM 119.484375 1767721585.5646
MEM 119.859375 1767721585.6649
MEM 120.484375 1767721585.7653
MEM 123.734375 1767721585.8655
MEM 123.984375 1767721585.9658
MEM 124.109375 1767721586.0661
MEM 124.109375 1767721586.1663
MEM 124.234375 1767721586.2666
MEM 123.292969 1767721586.3669
