CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1775079287.3741
MEM 26.308594 1775079287.4744
MEM 34.718750 1775079287.5747
MEM 46.265625 1775079287.6751
MEM 63.796875 1775079287.7754
MEM 79.660156 1775079287.8757
MEM 95.925781 1775079287.9761
MEM 96.312500 1775079288.0764
MEM 97.042969 1775079288.1767
MEM 97.078125 1775079288.2769
MEM 97.078125 1775079288.3772
MEM 97.078125 1775079288.4775
MEM 97.324219 1775079288.5778
MEM 97.324219 1775079288.6780
MEM 97.324219 1775079288.7783
MEM 97.324219 1775079288.8786
MEM 97.710938 1775079288.9789
MEM 97.710938 1775079289.0792
MEM 98.832031 1775079289.1795
MEM 104.519531 1775079289.2798
MEM 108.222656 1775079289.3801
MEM 110.441406 1775079289.4805
MEM 113.253906 1775079289.5808
MEM 115.070312 1775079289.6811
MEM 115.445312 1775079289.7814
MEM 115.523438 1775079289.8818
MEM 115.570312 1775079289.9821
MEM 115.679688 1775079290.0824
MEM 112.734375 1775079290.1828
