CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1783913855.5201
MEM 26.542969 1783913855.6204
MEM 42.019531 1783913855.7214
MEM 54.636719 1783913855.8217
MEM 63.699219 1783913855.9219
MEM 77.109375 1783913856.0222
MEM 87.574219 1783913856.1225
MEM 92.855469 1783913856.2227
MEM 96.894531 1783913856.3230
MEM 97.640625 1783913856.4234
MEM 97.730469 1783913856.5237
MEM 97.734375 1783913856.6240
MEM 98.078125 1783913856.7243
MEM 101.277344 1783913856.8246
MEM 105.675781 1783913856.9248
MEM 110.179688 1783913857.0251
MEM 111.167969 1783913857.1255
MEM 114.773438 1783913857.2258
MEM 115.714844 1783913857.3260
MEM 116.121094 1783913857.4263
MEM 116.289062 1783913857.5266
MEM 116.332031 1783913857.6270
MEM 113.664062 1783913857.7274
