CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python /home/runner/work/pykappa/pykappa/profiling/profile.py --run uni_bi_small
MEM 0.261719 1787084297.3090
MEM 28.660156 1787084297.4093
MEM 46.480469 1787084297.5095
MEM 65.496094 1787084297.6097
MEM 80.167969 1787084297.7100
MEM 89.406250 1787084297.8102
MEM 94.832031 1787084297.9105
MEM 100.140625 1787084298.0107
MEM 101.132812 1787084298.1110
MEM 102.585938 1787084298.2112
MEM 102.703125 1787084298.3114
MEM 102.828125 1787084298.4117
MEM 102.875000 1787084298.5119
MEM 102.914062 1787084298.6121
MEM 102.953125 1787084298.7123
MEM 102.992188 1787084298.8125
MEM 103.042969 1787084298.9128
MEM 103.058594 1787084299.0130
MEM 103.066406 1787084299.1133
MEM 103.074219 1787084299.2134
MEM 103.082031 1787084299.3136
MEM 103.105469 1787084299.4139
MEM 103.117188 1787084299.5141
MEM 103.125000 1787084299.6143
MEM 103.136719 1787084299.7146
MEM 103.144531 1787084299.8148
MEM 103.156250 1787084299.9150
MEM 103.160156 1787084300.0153
MEM 103.175781 1787084300.1155
MEM 103.183594 1787084300.2157
MEM 103.195312 1787084300.3159
MEM 103.203125 1787084300.4162
MEM 103.210938 1787084300.5164
MEM 103.222656 1787084300.6166
MEM 103.230469 1787084300.7168
MEM 103.238281 1787084300.8170
MEM 103.246094 1787084300.9173
MEM 103.261719 1787084301.0175
MEM 103.265625 1787084301.1177
MEM 103.281250 1787084301.2179
MEM 103.289062 1787084301.3182
MEM 103.296875 1787084301.4184
MEM 103.308594 1787084301.5186
MEM 103.320312 1787084301.6188
MEM 103.332031 1787084301.7191
MEM 103.339844 1787084301.8193
MEM 103.343750 1787084301.9196
MEM 103.355469 1787084302.0198
MEM 103.359375 1787084302.1200
MEM 103.371094 1787084302.2203
MEM 103.378906 1787084302.3205
MEM 103.390625 1787084302.4208
MEM 103.410156 1787084302.5210
MEM 103.417969 1787084302.6212
MEM 103.429688 1787084302.7215
MEM 103.437500 1787084302.8217
MEM 103.445312 1787084302.9219
MEM 103.453125 1787084303.0221
MEM 103.457031 1787084303.1224
MEM 103.468750 1787084303.2226
MEM 103.476562 1787084303.3228
MEM 103.488281 1787084303.4231
MEM 103.500000 1787084303.5233
MEM 103.507812 1787084303.6235
MEM 103.519531 1787084303.7238
MEM 103.531250 1787084303.8240
MEM 103.539062 1787084303.9242
MEM 103.550781 1787084304.0244
MEM 103.558594 1787084304.1246
MEM 103.566406 1787084304.2249
MEM 103.578125 1787084304.3251
MEM 103.585938 1787084304.4253
MEM 103.593750 1787084304.5256
MEM 103.605469 1787084304.6258
MEM 103.617188 1787084304.7260
MEM 103.628906 1787084304.8263
MEM 103.636719 1787084304.9265
MEM 103.644531 1787084305.0267
MEM 103.660156 1787084305.1270
MEM 103.667969 1787084305.2272
MEM 103.675781 1787084305.3274
MEM 103.687500 1787084305.4276
MEM 103.699219 1787084305.5278
MEM 103.710938 1787084305.6280
MEM 103.718750 1787084305.7283
MEM 103.726562 1787084305.8287
