CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1779828703.3253
MEM 26.207031 1779828703.4256
MEM 31.566406 1779828703.5259
MEM 34.296875 1779828703.6263
MEM 35.972656 1779828703.7265
MEM 53.851562 1779828703.8268
MEM 55.042969 1779828703.9271
MEM 68.648438 1779828704.0274
MEM 78.093750 1779828704.1277
MEM 93.792969 1779828704.2280
MEM 94.531250 1779828704.3283
MEM 94.609375 1779828704.4286
MEM 95.632812 1779828704.5289
MEM 100.968750 1779828704.6292
MEM 105.882812 1779828704.7295
MEM 107.890625 1779828704.8298
MEM 109.355469 1779828704.9301
MEM 112.566406 1779828705.0304
MEM 112.820312 1779828705.1307
MEM 112.894531 1779828705.2310
MEM 113.128906 1779828705.3313
MEM 108.222656 1779828705.4317
