CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1778871445.7352
MEM 26.328125 1778871445.8355
MEM 31.578125 1778871445.9358
MEM 34.320312 1778871446.0361
MEM 44.765625 1778871446.1369
MEM 56.988281 1778871446.2372
MEM 60.417969 1778871446.3375
MEM 76.246094 1778871446.4379
MEM 88.972656 1778871446.5382
MEM 96.187500 1778871446.6385
MEM 96.187500 1778871446.7389
MEM 96.187500 1778871446.8392
MEM 96.910156 1778871446.9395
MEM 96.984375 1778871447.0398
MEM 96.984375 1778871447.1401
MEM 96.984375 1778871447.2404
MEM 96.984375 1778871447.3407
MEM 96.984375 1778871447.4411
MEM 96.984375 1778871447.5414
MEM 96.984375 1778871447.6417
MEM 96.984375 1778871447.7420
MEM 97.445312 1778871447.8423
MEM 97.445312 1778871447.9425
MEM 97.445312 1778871448.0429
MEM 97.445312 1778871448.1432
MEM 97.445312 1778871448.2435
MEM 97.542969 1778871448.3438
MEM 97.542969 1778871448.4441
MEM 97.542969 1778871448.5444
MEM 97.542969 1778871448.6447
MEM 97.667969 1778871448.7450
MEM 102.078125 1778871448.8454
MEM 107.449219 1778871448.9456
MEM 110.164062 1778871449.0459
MEM 111.445312 1778871449.1463
MEM 114.835938 1778871449.2466
MEM 115.222656 1778871449.3469
MEM 115.511719 1778871449.4473
MEM 115.566406 1778871449.5476
MEM 112.628906 1778871449.6479
