CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781804190.6821
MEM 26.699219 1781804190.7823
MEM 41.785156 1781804190.8842
MEM 48.964844 1781804190.9844
MEM 53.726562 1781804191.0846
MEM 54.035156 1781804191.1848
MEM 54.093750 1781804191.2850
MEM 59.585938 1781804191.3853
MEM 75.808594 1781804191.4856
MEM 76.585938 1781804191.5858
MEM 79.281250 1781804191.6860
MEM 87.058594 1781804191.7862
MEM 87.476562 1781804191.8864
MEM 87.539062 1781804191.9866
MEM 90.011719 1781804192.0869
MEM 90.031250 1781804192.1872
MEM 90.039062 1781804192.2874
MEM 96.335938 1781804192.3876
MEM 96.328125 1781804192.4878
MEM 96.328125 1781804192.5880
MEM 96.328125 1781804192.6883
MEM 96.328125 1781804192.7885
MEM 96.328125 1781804192.8887
MEM 97.054688 1781804192.9890
MEM 97.074219 1781804193.0892
MEM 97.136719 1781804193.1894
MEM 97.136719 1781804193.2896
MEM 97.136719 1781804193.3898
MEM 97.140625 1781804193.4901
MEM 97.140625 1781804193.5904
MEM 97.140625 1781804193.6906
MEM 97.140625 1781804193.7908
MEM 97.140625 1781804193.8911
MEM 97.140625 1781804193.9913
MEM 97.140625 1781804194.0915
MEM 97.140625 1781804194.1918
MEM 97.140625 1781804194.2920
MEM 97.140625 1781804194.3923
MEM 97.140625 1781804194.4925
MEM 97.140625 1781804194.5927
MEM 97.140625 1781804194.6929
MEM 97.140625 1781804194.7932
MEM 97.140625 1781804194.8935
MEM 97.140625 1781804194.9937
MEM 97.140625 1781804195.0940
MEM 97.140625 1781804195.1942
MEM 97.140625 1781804195.2945
MEM 97.140625 1781804195.3947
MEM 97.140625 1781804195.4949
MEM 97.140625 1781804195.5952
MEM 97.140625 1781804195.6954
MEM 97.140625 1781804195.7957
MEM 97.140625 1781804195.8960
MEM 97.140625 1781804195.9962
MEM 97.140625 1781804196.0964
MEM 97.140625 1781804196.1967
MEM 97.140625 1781804196.2969
MEM 97.140625 1781804196.3972
MEM 97.140625 1781804196.4974
MEM 97.140625 1781804196.5976
MEM 97.140625 1781804196.6979
MEM 97.140625 1781804196.7981
MEM 97.140625 1781804196.8984
MEM 97.140625 1781804196.9986
MEM 97.140625 1781804197.0989
MEM 97.140625 1781804197.1991
MEM 97.140625 1781804197.2994
MEM 97.261719 1781804197.3996
MEM 97.261719 1781804197.4999
MEM 97.261719 1781804197.6002
MEM 97.261719 1781804197.7004
MEM 97.261719 1781804197.8007
MEM 97.261719 1781804197.9009
MEM 97.261719 1781804198.0012
MEM 97.261719 1781804198.1014
MEM 97.261719 1781804198.2017
MEM 97.261719 1781804198.3019
MEM 97.261719 1781804198.4022
MEM 97.261719 1781804198.5025
MEM 97.261719 1781804198.6027
MEM 97.261719 1781804198.7029
MEM 97.261719 1781804198.8032
MEM 97.261719 1781804198.9035
MEM 97.261719 1781804199.0037
MEM 97.261719 1781804199.1040
MEM 97.261719 1781804199.2042
MEM 97.261719 1781804199.3045
MEM 97.261719 1781804199.4047
MEM 97.261719 1781804199.5049
MEM 97.261719 1781804199.6052
MEM 97.574219 1781804199.7054
MEM 100.117188 1781804199.8057
MEM 105.062500 1781804199.9060
MEM 109.621094 1781804200.0063
MEM 110.574219 1781804200.1065
MEM 113.585938 1781804200.2067
MEM 115.070312 1781804200.3069
MEM 115.316406 1781804200.4072
MEM 115.484375 1781804200.5074
MEM 115.570312 1781804200.6076
MEM 115.613281 1781804200.7078
MEM 111.707031 1781804200.8082
